CustomerKey,Prefix,FirstName,LastName,Customer Full name,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
1414,MR.,Mick,Powers,Bradley Talbott,12/2/1950,M,M,Bradley@gmail.com,60000,2,High School,Professional,Y
1415,MRS.,Lycoris,Ober,Frank Gastineau,2/23/1950,M,F,Frank@gmail.com,60000,2,Partial College,Professional,Y
1416,MR.,Darren,Powers,Evan Henry,6/10/1950,M,M,Evan@gmail.com,70000,4,Partial College,Professional,Y
1417,MRS.,Phillina,Ober,Greg Tran,8/17/1950,M,F,Greg@gmail.com,80000,3,Bachelors,Management,Y
1418,MRS.,Mick,Powers,Resi Pölking,9/16/1951,S,F,Resi@gmail.com,70000,2,High School,Professional,Y
1419,MRS.,Lycoris,Ober,Janet Lee,9/6/1951,S,F,Janet@gmail.com,70000,2,High School,Professional,Y
1420,MRS.,Darren,Powers,Barry Weirich,9/27/1951,M,F,Barry@gmail.com,60000,2,Partial College,Professional,Y
1421,MR.,Phillina,Ober,Herbert Flentye,8/12/1951,S,M,Herbert@gmail.com,60000,2,Partial College,Professional,Y
1422,MRS.,Mick,Powers,Dean percer,4/19/1951,M,F,Dean@gmail.com,60000,2,Partial College,Professional,Y
1423,MR.,Lycoris,Ober,Maya Herman,12/3/1951,S,M,Maya@gmail.com,70000,4,Partial College,Professional,Y
1424,MRS.,Darren,Powers,Laurel Elliston,4/3/1951,M,F,Laurel@gmail.com,70000,4,Partial College,Professional,N
1425,MR.,Phillina,Ober,Patrick Jones,11/14/1952,M,M,Patrick@gmail.com,60000,2,High School,Professional,Y
1426,MRS.,Mick,Powers,Magdelene Morse,9/27/1952,M,F,Magdelene@gmail.com,60000,3,High School,Professional,N
1427,MR.,Lycoris,Ober,Ellis Ballard,9/9/1952,M,M,Ellis@gmail.com,70000,4,Partial College,Professional,Y
1428,MR.,Darren,Powers,Shahid Shariari,11/19/1952,S,NA,Shahid@gmail.com,70000,4,Partial College,Professional,Y
1429,MR.,Phillina,Ober,James Galang,2/8/1952,M,M,James@gmail.com,70000,4,Partial College,Professional,Y
1430,MR.,Mick,Powers,Laurel Workman,3/5/1952,S,M,Laurel@gmail.com,70000,5,Partial College,Professional,Y
1431,MR.,Lycoris,Ober,Mark Cousins,9/23/1958,S,M,Mark@gmail.com,130000,2,Bachelors,Management,N
1432,MRS.,Darren,Powers,Jim Karlsson,8/10/1958,S,F,Jim@gmail.com,130000,2,Bachelors,Management,N
1433,MRS.,Phillina,Ober,Dianna Wilson,10/6/1958,M,F,Dianna@gmail.com,130000,2,Partial College,Professional,N
1434,MRS.,Mick,Powers,Corey Roper,12/11/1958,M,F,Corey@gmail.com,160000,2,Partial College,Professional,Y
1435,MRS.,Lycoris,Ober,Liz Thompson,10/11/1957,S,F,Liz@gmail.com,100000,2,Partial College,Professional,Y
1436,MR.,Darren,Powers,Steven Cartwright,11/11/1957,M,M,Steven@gmail.com,110000,2,Partial College,Professional,Y
1437,MRS.,Phillina,Ober,Ross Baird,10/9/1957,M,F,Ross@gmail.com,150000,2,Partial College,Professional,Y
1438,MRS.,Mick,Powers,Richard Eichhorn,11/26/1957,S,F,Richard@gmail.com,170000,2,Bachelors,Management,N
1439,MR.,Lycoris,Ober,Bobby Trafton,10/27/1956,M,M,Bobby@gmail.com,120000,3,High School,Professional,N
1440,MRS.,Darren,Powers,Bryan Mills,6/6/1956,S,F,Bryan@gmail.com,130000,3,Partial College,Professional,N
1441,MR.,Phillina,Ober,Grant Thornton,3/26/1955,M,M,Grant@gmail.com,110000,3,Partial College,Professional,Y
1442,MRS.,Mick,Powers,Sarah Bern,7/13/1955,M,F,Sarah@gmail.com,130000,3,Partial College,Professional,Y
1443,MRS.,Lycoris,Ober,Valerie Takahito,3/12/1955,M,F,Valerie@gmail.com,170000,3,High School,Professional,Y
1444,MR.,Darren,Powers,Bart Pistole,7/4/1932,S,M,Bart@gmail.com,30000,4,High School,Professional,N
1445,MR.,Phillina,Ober,Nick Radford,6/7/1932,S,M,Nick@gmail.com,90000,3,Graduate Degree,Management,Y
1446,MR.,Mick,Powers,Carlos Soltero,2/28/1933,M,M,Carlos@gmail.com,60000,2,Graduate Degree,Management,Y
1447,MR.,Lycoris,Ober,Rick Duston,3/3/1933,M,M,Rick@gmail.com,70000,4,Graduate Degree,Management,Y
1448,MR.,Darren,Powers,Brosina Hoffman,4/4/1933,M,M,Brosina@gmail.com,70000,4,Graduate Degree,Management,Y
1449,MRS.,Phillina,Ober,Carl Weiss,9/20/1933,M,F,Carl@gmail.com,70000,4,Graduate Degree,Management,Y
1450,MRS.,Mick,Powers,Chuck Magee,1/6/1933,S,F,Chuck@gmail.com,120000,1,Graduate Degree,Management,Y
1451,MR.,Lycoris,Ober,Frank Olsen,6/28/1933,M,M,Frank@gmail.com,120000,1,Graduate Degree,Management,Y
1452,MRS.,Darren,Powers,Heather Kirkland,3/27/1965,M,F,Heather@gmail.com,100000,4,Partial College,Professional,Y
1453,MRS.,Phillina,Ober,Sharelle Roach,4/12/1965,M,F,Sharelle@gmail.com,110000,2,Bachelors,Management,Y
1454,MRS.,Mick,Powers,Kelly Lampkin,4/24/1965,M,F,Kelly@gmail.com,130000,1,Graduate Degree,Management,Y
1455,MRS.,Lycoris,Ober,Pamela Stobb,5/4/1964,M,F,Pamela@gmail.com,80000,4,Bachelors,Management,Y
1456,MRS.,Darren,Powers,Sonia Cooley,9/11/1964,M,F,Sonia@gmail.com,90000,5,Partial College,Professional,Y
1457,MR.,Phillina,Ober,Duane Benoit,6/17/1964,S,M,Duane@gmail.com,90000,5,Partial College,Professional,N
1458,MRS.,Mick,Powers,Gary Hwang,7/13/1964,M,F,Gary@gmail.com,90000,5,Partial College,Professional,Y
1459,MS.,Lycoris,Ober,Jennifer Ferguson,5/5/1964,S,F,Jennifer@gmail.com,90000,0,Partial College,Professional,N
1460,MR.,Darren,Powers,Mick Crebagga,10/2/1964,S,M,Mick@gmail.com,120000,4,Partial College,Professional,Y
1461,MRS.,Phillina,Ober,Corey-Lock,5/3/1964,M,F,Corey@gmail.com,130000,2,Graduate Degree,Management,Y
1462,MR.,Mick,Powers,Natalie Webber,10/13/1964,M,M,Natalie@gmail.com,130000,2,Graduate Degree,Management,Y
1463,MR.,Lycoris,Ober,Toby Braunhardt,5/4/1964,M,M,Toby@gmail.com,130000,2,Graduate Degree,Management,Y
1464,MRS.,Darren,Powers,Joel Eaton,6/5/1964,S,F,Joel@gmail.com,150000,2,Bachelors,Management,N
1465,MRS.,Phillina,Ober,Dianna Vittorini,11/10/1956,S,F,Dianna@gmail.com,70000,4,Partial College,Professional,Y
1466,MR.,Mick,Powers,Anna Andreadi,10/1/1956,M,M,Anna@gmail.com,90000,2,Partial College,Professional,Y
1467,MR.,Lycoris,Ober,Brian Stugart,4/12/1934,M,M,Brian@gmail.com,50000,2,Graduate Degree,Management,Y
1468,MRS.,Darren,Powers,Denise Leinenbach,1/18/1934,M,F,Denise@gmail.com,80000,4,Graduate Degree,Management,Y
1469,MRS.,Phillina,Ober,Liz Pelletier,9/19/1963,M,F,Liz@gmail.com,80000,4,Partial College,Professional,Y
1470,MR.,Mick,Powers,Noel Staavos,6/10/1963,M,M,Noel@gmail.com,80000,4,Partial College,Professional,Y
1471,MR.,Lycoris,Ober,Grace Kelly,8/20/1963,S,M,Grace@gmail.com,90000,0,Partial College,Professional,N
1472,MS.,Darren,Powers,Liz MacKendrick,9/12/1963,M,F,Liz@gmail.com,90000,0,Partial College,Professional,Y
1473,MR.,Phillina,Ober,Cynthia Arntzen,8/21/1963,M,M,Cynthia@gmail.com,90000,0,Partial College,Professional,Y
1474,MRS.,Mick,Powers,Rob Williams,10/10/1963,S,F,Rob@gmail.com,110000,4,Bachelors,Management,Y
1475,MR.,Lycoris,Ober,Dan Lawera,1/16/1962,M,M,Dan@gmail.com,90000,5,Partial College,Professional,Y
1476,MR.,Darren,Powers,Helen Abelman,10/26/1962,M,M,Helen@gmail.com,110000,1,Bachelors,Management,Y
1477,MRS.,Phillina,Ober,Russell Applegate,3/27/1962,M,F,Russell@gmail.com,110000,1,Bachelors,Management,Y
1478,MR.,Mick,Powers,Anthony Rawles,3/19/1962,M,M,Anthony@gmail.com,120000,1,Partial College,Professional,N
1479,MR.,Lycoris,Ober,Michael Stewart,3/3/1962,M,M,Michael@gmail.com,170000,0,Graduate Degree,Management,Y
1480,MR.,Darren,Powers,Brian DeCherney,1/16/1961,M,M,Brian@gmail.com,70000,5,Partial College,Professional,N
1481,MRS.,Phillina,Ober,Eric Hoffmann,9/16/1961,M,F,Eric@gmail.com,110000,1,Bachelors,Management,Y
1482,MRS.,Mick,Powers,Maxwell Schwartz,3/7/1961,M,F,Maxwell@gmail.com,130000,1,Bachelors,Management,Y
1483,MRS.,Lycoris,Ober,Michael Chen,8/18/1961,M,F,Michael@gmail.com,130000,1,Bachelors,Management,Y
1484,MRS.,Darren,Powers,Dan Campbell,5/5/1961,M,F,Dan@gmail.com,130000,1,Bachelors,Management,Y
1485,MR.,Phillina,Ober,Dennis Pardue,11/5/1961,S,M,Dennis@gmail.com,150000,1,Partial College,Professional,N
1486,MR.,Mick,Powers,Don Miller,5/27/1955,S,M,Don@gmail.com,60000,2,High School,Professional,N
1487,MR.,Lycoris,Ober,Emily Phan,9/3/1955,M,M,Emily@gmail.com,60000,2,High School,Professional,N
1488,MRS.,Darren,Powers,Becky Castell,5/16/1954,S,F,Becky@gmail.com,80000,2,Partial High School,Skilled Manual,Y
1489,MRS.,Phillina,Ober,Michelle Huthwaite,10/7/1935,S,F,Michelle@gmail.com,50000,2,Graduate Degree,Management,Y
1490,MR.,Mick,Powers,Ed Braxton,2/2/1935,S,M,Ed@gmail.com,70000,4,Graduate Degree,Management,Y
1491,MR.,Lycoris,Ober,Brian Moss,3/3/1935,M,M,Brian@gmail.com,70000,4,Graduate Degree,Management,Y
1492,MR.,Darren,Powers,Gary Hansen,4/1/1936,M,M,Gary@gmail.com,70000,4,Graduate Degree,Management,Y
1493,MR.,Phillina,Ober,Darrin Sayre,3/3/1960,M,M,Darrin@gmail.com,80000,5,Partial College,Professional,N
1494,MR.,Mick,Powers,Mark Hamilton,6/9/1960,M,M,Mark@gmail.com,80000,5,Partial College,Professional,Y
1495,MR.,Lycoris,Ober,Jamie Kunitz,12/12/1960,S,M,Jamie@gmail.com,90000,4,High School,Professional,N
1496,MRS.,Darren,Powers,Alyssa Crouse,10/11/1960,S,F,Alyssa@gmail.com,90000,4,High School,Professional,N
1497,MS.,Phillina,Ober,Max Engle,3/17/1960,M,F,Max@gmail.com,100000,0,Partial College,Professional,Y
1498,MR.,Mick,Powers,Paul Van Hugh,6/19/1960,M,M,Paul Van@gmail.com,110000,3,Partial College,Professional,N
1499,MR.,Lycoris,Ober,Arthur Wiediger,6/22/1960,M,M,Arthur@gmail.com,110000,3,Partial College,Professional,N
1500,MR.,Darren,Powers,Philip Brown,11/4/1954,M,M,Philip@gmail.com,80000,2,Partial High School,Skilled Manual,Y
1501,MR.,Phillina,Ober,Shirley Schmidt,3/5/1954,M,M,Shirley@gmail.com,60000,2,High School,Professional,N
1502,MRS.,Mick,Powers,Barbara Fisher,6/12/1954,S,F,Barbara@gmail.com,60000,2,High School,Professional,Y
1503,MRS.,Lycoris,Ober,Adrian Hane,7/9/1953,S,F,Adrian@gmail.com,70000,3,Graduate Degree,Management,Y
1504,MRS.,Darren,Powers,Jack Lebron,8/24/1953,S,F,Jack@gmail.com,70000,3,Graduate Degree,Management,N
1505,MRS.,Phillina,Ober,Christine Abelman,4/3/1953,S,F,Christine@gmail.com,70000,3,Graduate Degree,Management,Y
1506,MR.,Mick,Powers,Eugene Moren,2/27/1953,S,M,Eugene@gmail.com,70000,3,Graduate Degree,Management,Y
1507,MRS.,Lycoris,Ober,Katherine Murray,10/1/1953,S,F,Katherine@gmail.com,70000,3,Graduate Degree,Management,N
1508,MR.,Darren,Powers,Scot Wooten,11/17/1953,M,M,Scot@gmail.com,60000,3,Graduate Degree,Management,Y
1509,MRS.,Phillina,Ober,Charles Crestani,9/17/1952,S,F,Charles@gmail.com,40000,3,Partial College,Professional,N
1510,MRS.,Mick,Powers,Roger Demir,10/26/1952,S,F,Roger@gmail.com,40000,3,Partial College,Professional,N
1511,MRS.,Lycoris,Ober,Michelle Ellison,4/27/1937,M,F,Michelle@gmail.com,70000,4,Graduate Degree,Management,N
1512,MRS.,Darren,Powers,Harry Marie,6/26/1937,M,F,Harry@gmail.com,80000,4,Graduate Degree,Management,Y
1513,MR.,Phillina,Ober,Erin Mull,7/8/1938,M,M,Erin@gmail.com,90000,5,Bachelors,Management,Y
1514,MRS.,Mick,Powers,Alejandro Ballentine,3/15/1938,M,F,Alejandro@gmail.com,90000,5,Bachelors,Management,Y
1515,MR.,Lycoris,Ober,John Lucas,6/20/1938,S,M,John@gmail.com,120000,2,Graduate Degree,Management,Y
1516,MR.,Darren,Powers,Arthur Gainer,5/14/1939,M,M,Arthur@gmail.com,90000,5,Bachelors,Management,Y
1517,MR.,Phillina,Ober,Nick Crebassa,7/2/1939,S,M,Nick@gmail.com,90000,5,Bachelors,Management,Y
1518,MR.,Mick,Powers,Ken Lonsdale,6/26/1939,M,M,Ken@gmail.com,130000,2,Bachelors,Management,Y
1519,MR.,Lycoris,Ober,Carl Ludwig,3/4/1940,M,M,Carl@gmail.com,90000,5,Bachelors,Management,Y
1520,MR.,Darren,Powers,Sheri Gordon,1/1/1940,M,M,Sheri@gmail.com,90000,5,Bachelors,Management,Y
1521,MR.,Phillina,Ober,Luke Foster,7/25/1940,S,M,Luke@gmail.com,90000,5,Bachelors,Management,Y
1522,MR.,Mick,Powers,Aaron Smayling,5/13/1940,M,M,Aaron@gmail.com,110000,2,Graduate Degree,Management,Y
1523,MRS.,Lycoris,Ober,Barry Blumstein,7/6/1968,M,F,Barry@gmail.com,90000,4,Partial College,Skilled Manual,Y
1524,MRS.,Darren,Powers,Tom Stivers,10/4/1962,S,F,Tom@gmail.com,10000,1,Graduate Degree,Manual,Y
1525,MRS.,Phillina,Ober,Ivan Liston,7/10/1962,M,F,Ivan@gmail.com,20000,1,Graduate Degree,Clerical,Y
1526,MRS.,Mick,Powers,Ann Steele,3/22/1961,M,F,Ann@gmail.com,10000,1,Bachelors,Manual,Y
1527,MRS.,Lycoris,Ober,Nick Zandusky,6/24/1961,M,F,Nick@gmail.com,10000,1,Bachelors,Manual,Y
1528,MR.,Darren,Powers,Berenike Kampe,3/12/1962,M,M,Berenike@gmail.com,20000,1,Graduate Degree,Clerical,Y
1529,MR.,Phillina,Ober,Valerie Dominguez,9/21/1961,M,M,Valerie@gmail.com,10000,1,Bachelors,Manual,Y
1530,MR.,Mick,Powers,Chad Sievert,8/10/1961,M,M,Chad@gmail.com,20000,1,Graduate Degree,Clerical,Y
1531,MR.,Lycoris,Ober,Sonia Sunley,7/8/1961,S,M,Sonia@gmail.com,20000,1,Graduate Degree,Clerical,Y
1532,MRS.,Darren,Powers,Ricardo Sperren,4/6/1936,M,F,Ricardo@gmail.com,10000,1,Graduate Degree,Clerical,Y
1533,MR.,Phillina,Ober,Gary Zandusky,8/21/1936,M,M,Gary@gmail.com,20000,1,Graduate Degree,Clerical,Y
1534,MR.,Mick,Powers,Roland Fjeld,3/11/1962,M,M,Roland@gmail.com,30000,5,Graduate Degree,Clerical,Y
1535,MR.,Lycoris,Ober,Trudy Brown,9/13/1958,M,M,Trudy@gmail.com,10000,1,Bachelors,Manual,Y
1536,MRS.,Darren,Powers,Lena Radford,7/24/1957,M,F,Lena@gmail.com,10000,1,Partial College,Manual,Y
1537,MRS.,Phillina,Ober,Maria Bertelson,3/12/1957,S,F,Maria@gmail.com,10000,1,Partial College,Manual,Y
1538,MRS.,Mick,Powers,Matt Abelman,5/22/1955,S,F,Matt@gmail.com,10000,2,Partial College,Manual,Y
1539,MR.,Lycoris,Ober,Vivek Gonzalez,12/23/1955,M,M,Vivek@gmail.com,10000,2,Partial College,Manual,Y
1540,MR.,Darren,Powers,Andy Gerbode,9/22/1955,M,M,Andy@gmail.com,10000,2,Partial College,Manual,Y
1541,MRS.,Phillina,Ober,Emily Ducich,9/3/1954,M,F,Emily@gmail.com,10000,2,Partial College,Manual,Y
1542,MRS.,Mick,Powers,Matthew Grinstein,1/14/1937,M,F,Matthew@gmail.com,30000,1,Graduate Degree,Clerical,Y
1543,MRS.,Lycoris,Ober,Joseph Holt,4/6/1939,S,F,Joseph@gmail.com,20000,1,Bachelors,Clerical,Y
1544,MR.,Darren,Powers,Gene McClure,3/7/1940,M,M,Gene@gmail.com,10000,2,Partial College,Manual,Y
1545,MRS.,Phillina,Ober,Charles Sheldon,6/11/1941,S,F,Charles@gmail.com,30000,1,Bachelors,Clerical,Y
1546,MRS.,Mick,Powers,Ben Wallace,2/23/1942,M,F,Ben@gmail.com,20000,1,Partial College,Manual,Y
1547,MR.,Lycoris,Ober,Duane Huffman,12/28/1942,M,M,Duane@gmail.com,40000,1,Graduate Degree,Clerical,Y
1548,MR.,Darren,Powers,Keith Herrera,5/27/1980,S,M,Keith@gmail.com,10000,0,Partial College,Manual,N
1549,MR.,Phillina,Ober,Christine Sundaresam,3/23/1979,S,M,Christine@gmail.com,10000,0,Partial College,Manual,N
1550,MS.,Mick,Powers,Troy Staebel,11/11/1978,S,F,Troy@gmail.com,10000,0,Partial College,Manual,N
1551,MR.,Lycoris,Ober,Don Jones,9/4/1978,S,M,Don@gmail.com,10000,0,Partial College,Manual,N
1552,MR.,Darren,Powers,Lena Hernandez,8/2/1978,S,M,Lena@gmail.com,10000,0,Partial College,Manual,Y
1553,MS.,Phillina,Ober,Craig Reiter,4/28/1977,M,F,Craig@gmail.com,10000,0,High School,Manual,Y
1554,MR.,Mick,Powers,Deanra Eno,11/11/1977,M,M,Deanra@gmail.com,10000,0,High School,Manual,N
1555,MR.,Lycoris,Ober,Jeremy Pistek,10/20/1977,S,M,Jeremy@gmail.com,10000,0,High School,Manual,N
1556,MRS.,Darren,Powers,Rick Hansen,6/9/1979,S,F,Rick@gmail.com,10000,1,High School,Manual,N
1557,MS.,Phillina,Ober,Robert Barroso,10/25/1979,M,F,Robert@gmail.com,20000,0,Bachelors,Clerical,Y
1558,MR.,Mick,Powers,Arthur Prichep,2/22/1979,M,M,Arthur@gmail.com,20000,0,Bachelors,Clerical,Y
1559,MR.,Lycoris,Ober,Jennifer Patt,11/25/1978,S,M,Jennifer@gmail.com,10000,1,High School,Manual,N
1560,MS.,Darren,Powers,Dorothy Wardle,8/4/1978,M,F,Dorothy@gmail.com,20000,0,Bachelors,Clerical,N
1561,MS.,Phillina,Ober,Ryan Crowe,4/1/1978,M,F,Ryan@gmail.com,20000,0,Bachelors,Clerical,Y
1562,MS.,Mick,Powers,Janet Molinari,5/27/1978,M,F,Janet@gmail.com,20000,0,Bachelors,Clerical,Y
1563,MS.,Lycoris,Ober,Mitch Webber,5/15/1978,S,F,Mitch@gmail.com,20000,0,Bachelors,Clerical,Y
1564,MRS.,Darren,Powers,Joe Elijah,9/20/1943,M,F,Joe@gmail.com,30000,1,Bachelors,Clerical,Y
1565,MR.,Phillina,Ober,Frank Merwin,6/28/1943,S,M,Frank@gmail.com,30000,1,Bachelors,Clerical,Y
1566,MR.,Mick,Powers,Karl Braun,5/9/1943,M,M,Karl@gmail.com,30000,1,Bachelors,Clerical,Y
1567,MR.,Lycoris,Ober,Paul Prost,6/10/1943,S,M,Paul@gmail.com,40000,1,Graduate Degree,Clerical,Y
1568,MR.,Darren,Powers,Zuschuss Donatelli,2/23/1961,M,M,Zuschuss@gmail.com,30000,4,Graduate Degree,Clerical,Y
1569,MRS.,Phillina,Ober,Corey Catlett,5/22/1960,S,F,Corey@gmail.com,10000,1,High School,Manual,N
1570,MR.,Mick,Powers,Hilary Holden,11/18/1959,M,M,Hilary@gmail.com,10000,1,High School,Manual,Y
1571,MR.,Lycoris,Ober,Ryan Akin,3/2/1959,S,M,Ryan@gmail.com,20000,2,Partial College,Manual,Y
1572,MRS.,Darren,Powers,Annie Thurman,8/22/1959,M,F,Annie@gmail.com,20000,2,Partial College,Manual,Y
1573,MR.,Phillina,Ober,Shirley Jackson,1/19/1958,M,M,Shirley@gmail.com,20000,2,Partial College,Manual,Y
1574,MRS.,Mick,Powers,Larry Tron,10/16/1960,M,F,Larry@gmail.com,30000,3,Bachelors,Clerical,Y
1575,MR.,Lycoris,Ober,Katherine Ducich,8/11/1960,S,M,Katherine@gmail.com,30000,3,Bachelors,Clerical,Y
1576,MRS.,Darren,Powers,Mathew Reese,6/2/1959,S,F,Mathew@gmail.com,40000,3,Graduate Degree,Clerical,Y
1577,MR.,Phillina,Ober,Nora Preis,7/24/1959,M,M,Nora@gmail.com,40000,3,Graduate Degree,Clerical,Y
1578,MR.,Mick,Powers,Patrick Ryan,4/24/1970,S,M,Patrick@gmail.com,10000,1,High School,Manual,N
1579,MRS.,Lycoris,Ober,Victoria Pisteka,10/19/1970,S,F,Victoria@gmail.com,10000,1,High School,Manual,N
1580,MRS.,Darren,Powers,Dennis Kane,12/27/1970,S,F,Dennis@gmail.com,10000,2,High School,Manual,Y
1581,MR.,Phillina,Ober,Sam Zeldin,2/7/1970,S,M,Sam@gmail.com,10000,2,High School,Manual,Y
1582,MR.,Mick,Powers,Lisa Ryan,1/17/1969,S,M,Lisa@gmail.com,10000,2,High School,Manual,Y
1583,MR.,Lycoris,Ober,Becky Martin,10/23/1969,S,M,Becky@gmail.com,10000,2,High School,Manual,Y
1584,MS.,Darren,Powers,Lisa Hazard,10/18/1970,S,F,Lisa@gmail.com,30000,0,Bachelors,Clerical,Y
1585,MR.,Phillina,Ober,Karen Carlisle,10/5/1969,M,M,Karen@gmail.com,10000,2,High School,Manual,N
1586,MS.,Mick,Powers,Stefania Perrino,6/4/1969,S,F,Stefania@gmail.com,20000,0,Partial College,Manual,N
1587,MR.,Lycoris,Ober,Marc Crier,9/9/1969,S,M,Marc@gmail.com,30000,0,Bachelors,Clerical,Y
1588,MRS.,Darren,Powers,Kean Takahito,8/4/1969,S,F,Kean@gmail.com,30000,1,Bachelors,Clerical,Y
1589,MR.,Phillina,Ober,Maribeth Schnelling,4/19/1969,S,M,Maribeth@gmail.com,40000,0,Graduate Degree,Clerical,Y
1590,MS.,Mick,Powers,Rick Reed,8/26/1969,M,F,Rick@gmail.com,40000,0,Graduate Degree,Clerical,Y
1591,MS.,Lycoris,Ober,Logan Currie,11/20/1969,M,F,Logan@gmail.com,40000,0,Graduate Degree,Clerical,Y
1592,MS.,Darren,Powers,Daniel Lacy,1/9/1969,S,F,Daniel@gmail.com,40000,0,Graduate Degree,Clerical,Y
1593,MRS.,Phillina,Ober,Chris Cortes,1/1/1952,S,F,Chris@gmail.com,10000,3,Partial College,Manual,N
1594,MRS.,Mick,Powers,Sandra Flanagan,2/17/1952,S,F,Sandra@gmail.com,10000,3,Partial College,Manual,N
1595,MRS.,Lycoris,Ober,Liz Willingham,7/3/1952,M,F,Liz@gmail.com,20000,2,Partial College,Manual,Y
1596,MR.,Darren,Powers,Brad Norvell,4/2/1952,M,M,Brad@gmail.com,20000,2,Partial College,Manual,Y
1597,MR.,Phillina,Ober,Pete Takahito,5/14/1953,M,M,Pete@gmail.com,10000,2,High School,Manual,N
1598,MRS.,Mick,Powers,Tom Ashbrook,3/5/1968,S,F,Tom@gmail.com,10000,2,High School,Manual,Y
1599,MR.,Lycoris,Ober,Luke Weiss,8/25/1968,M,M,Luke@gmail.com,20000,1,Partial College,Manual,Y
1600,MR.,Darren,Powers,Erin Ashbrook,2/12/1954,M,M,Erin@gmail.com,80000,3,Partial College,Professional,N
1601,MRS.,Phillina,Ober,Jessica Myrick,4/9/1954,S,F,Jessica@gmail.com,80000,4,Partial College,Professional,Y
1602,MRS.,Mick,Powers,Odella Nelson,4/15/1954,M,F,Odella@gmail.com,80000,4,Partial College,Professional,N
1603,MR.,Lycoris,Ober,Jennifer Braxton,3/18/1954,S,M,Jennifer@gmail.com,80000,4,Partial College,Professional,Y
1604,MR.,Darren,Powers,Astrea Jones,6/5/1944,S,M,Astrea@gmail.com,90000,5,Partial College,Professional,N
1605,MRS.,Phillina,Ober,John Castell,3/19/1945,M,F,John@gmail.com,60000,3,Partial High School,Skilled Manual,Y
1606,MRS.,Mick,Powers,Darrin Martin,2/26/1945,M,F,Darrin@gmail.com,70000,5,High School,Professional,Y
1607,MR.,Lycoris,Ober,Monica Federle,2/9/1945,S,M,Monica@gmail.com,90000,5,Partial College,Professional,N
1608,MR.,Darren,Powers,Anthony Garverick,2/18/1945,M,M,Anthony@gmail.com,150000,3,Graduate Degree,Management,Y
1609,MR.,Phillina,Ober,Joseph Airdo,7/12/1946,M,M,Joseph@gmail.com,100000,2,Bachelors,Management,Y
1610,MRS.,Mick,Powers,Frank Atkinson,7/19/1946,M,F,Frank@gmail.com,110000,3,Bachelors,Management,Y
1611,MR.,Lycoris,Ober,Mike Caudle,9/1/1946,M,M,Mike@gmail.com,170000,4,Bachelors,Management,Y
1612,MRS.,Darren,Powers,Jim Kriz,11/5/1954,M,F,Jim@gmail.com,80000,4,Partial College,Professional,N
1613,MRS.,Phillina,Ober,Philip Fox,12/7/1953,M,F,Philip@gmail.com,80000,4,Partial College,Professional,Y
1614,MRS.,Mick,Powers,Erica Smith,8/6/1954,M,F,Erica@gmail.com,90000,4,High School,Professional,Y
1615,MR.,Lycoris,Ober,Michelle Arnett,10/2/1953,M,M,Michelle@gmail.com,110000,3,Bachelors,Management,Y
1616,MRS.,Darren,Powers,Duane Noonan,12/18/1953,M,F,Duane@gmail.com,110000,2,Partial College,Professional,Y
1617,MRS.,Phillina,Ober,Sarah Brown,8/22/1953,S,F,Sarah@gmail.com,120000,2,Bachelors,Management,Y
1618,MR.,Mick,Powers,Henry Goldwyn,7/16/1952,M,M,Henry@gmail.com,80000,4,Partial College,Professional,Y
1619,MRS.,Lycoris,Ober,Jack Garza,3/24/1952,M,F,Jack@gmail.com,90000,4,High School,Professional,Y
1620,MR.,Darren,Powers,Larry Hughes,10/27/1952,M,M,Larry@gmail.com,110000,4,Partial College,Professional,Y
1621,MRS.,Phillina,Ober,Sara Luxemburg,9/11/1951,M,F,Sara@gmail.com,80000,4,High School,Professional,Y
1622,MR.,Mick,Powers,Vivek Grady,9/2/1951,M,M,Vivek@gmail.com,80000,5,High School,Professional,N
1623,MR.,Lycoris,Ober,Adam Shillingsburg,5/6/1951,M,M,Adam@gmail.com,170000,5,Partial College,Professional,Y
1624,MRS.,Darren,Powers,Thea Hudgings,3/6/1950,S,F,Thea@gmail.com,100000,3,Partial College,Management,Y
1625,MRS.,Phillina,Ober,Julie Prescott,9/18/1950,M,F,Julie@gmail.com,160000,3,Partial College,Management,N
1626,MR.,Mick,Powers,Thomas Thornton,12/17/1949,M,M,Thomas@gmail.com,90000,4,High School,Management,Y
1627,MRS.,Lycoris,Ober,Julia Dunbar,10/14/1949,M,F,Julia@gmail.com,130000,4,High School,Management,Y
1628,MRS.,Darren,Powers,Michelle Tran,5/17/1948,M,F,Michelle@gmail.com,90000,4,High School,Management,N
1629,MR.,Phillina,Ober,Barry Franz,9/27/1947,M,M,Barry@gmail.com,80000,5,Partial High School,Skilled Manual,N
1630,MRS.,Mick,Powers,Nicole Brennan,6/12/1947,M,F,Nicole@gmail.com,90000,5,Partial High School,Skilled Manual,N
1631,MR.,Lycoris,Ober,Christopher Schild,11/14/1947,M,M,Christopher@gmail.com,90000,5,Partial High School,Skilled Manual,Y
1632,MS.,Darren,Powers,Karen Ferguson,5/22/1976,S,F,Karen@gmail.com,60000,0,Bachelors,Professional,N
